id,Title,Content,SKU,"Product Type","Parent Product ID",_role_based_pricing_rules,_customer_based_pricing_rules
59063,"Spirit FX & Fiesta - Lower Main Arm - WHITE for Short Straight Arms","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes Carport Foot. Measures 56"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-315-55,simple,0,,
59067,"Spirit FX & Fiesta - Lower Main Arm - SATIN for Short Straight Arms","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes Carport Foot. Measures 56"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-315-06,simple,0,,
59072,"SPIRIT FIESTA,#2 ARM,CURV,WHT",,R00412-313-55,simple,0,,
59076,"Spirit FX & Fiesta - Lower Main Arm - WHITE Curved Arms for Argosy","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning. Curved Arms for Argosy 1986 and Newer.</h2>
<p>Color = WHITE. Quantity - 1. Includes Carport Foot. Measures 56"" bent in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-312-55,simple,0,,
59080,"Spirit FX & Fiesta - Lower Main Arm - WHITE Curved Arms Winnebago, LeSharo, Itasca and Phasar","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning. Curved Arms for LeSharo, Winnebago, Itasca and Phasar.</h2>
<p>Color = WHITE. Quantity - 1. Includes Carport Foot. Measures 52"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-311-55,simple,0,,
59084,"Spirit FX & Fiesta - Lower Main Arm - BLACK for Universal Straight Arms","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes Carport Foot. Measures 56"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-301-66,simple,0,,
59088,"Spirit FX & Fiesta - Lower Main Arm - WHITE for Universal Straight Arms","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes Carport Foot. Measures 56"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-301-55,simple,0,,
59092,"Spirit FX & Fiesta - Lower Main Arm - SATIN for Universal Straight Arms","<h2 class=""subtitle"">Lower Main #2 Arm replacement for Left or Right Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes Carport Foot. Measures 56"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00412-301-06,simple,0,,
59097,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK Straight Gooseneck Short","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Short Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-322-66,simple,0,,
59103,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE Straight Gooseneck Short","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Short Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-322-55,simple,0,,
59109,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN Straight Gooseneck Short","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Short Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Approximately 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-322-06,simple,0,,
59115,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK Straight Gooseneck Standard","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Standard Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-321-66,simple,0,,
59121,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN Straight Gooseneck Standard","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Standard Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-321-06,simple,0,,
59127,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE Straight Gooseneck Standard","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Standard Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-321-55,simple,0,,
59133,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK for Pickup Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Pickup Camper Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-317-66,simple,0,,
59139,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE for Pickup Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Pickup Camper Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-317-55,simple,0,,
59145,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN for Pickup Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Pickup Camper Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-317-06,simple,0,,
59151,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK for Long Straight Arms","<h2 class=""subtitle"">Left - Rear  #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Long Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 72"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-316-66,simple,0,,
59157,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE for Long Straight Arms","<h2 class=""subtitle"">Left - Rear  #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Long Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 72"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-316-55,simple,0,,
59163,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN for Long Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Long Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 72"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-316-06,simple,0,,
59169,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK for Short Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 60"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-315-66,simple,0,,
59175,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE for Short Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 60"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-315-55,simple,0,,
59181,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN for Short Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 60"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-315-06,simple,0,,
59187,"SPIRIT FIESTA,#1 ARM,BA,CURV,WHT",,R00411-313-55,simple,0,,
59193,"Spirit FX & Fiesta - Left - Rear Main Arm - WHITE Curved Arms for Argosy","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Curved Arms for Argosy 1986 and Newer.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures  66"" bent in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-312-55,simple,0,,
59199,"Spirit FX & Fiesta - Left Upper Main Arm - WHITE Curved Arms Winnebago, LeSharo, Itasca and Phasar","<h2 class=""subtitle"">Leftt Hand #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Curved Arms for LeSharo, Winnebago, Itasca and Phasar.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 60"" bent in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-311-55,simple,0,,
59205,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - BLACK for Universal Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-301-66,simple,0,,
59211,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - WHITE for Universal Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-301-55,simple,0,,
59217,"Spirit FX & Fiesta - Left - Rear Upper Main Arm - SATIN for Universal Straight Arms","<h2 class=""subtitle"">Left - Rear #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00411-301-06,simple,0,,
59223,"Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK for Gooseneck Short Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Short Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 53"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-322-66,simple,0,,
59229,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Gooseneck Short Straight Arms","<h2 class=""subtitle"">Right- Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Short Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 53"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-322-55,simple,0,,
59235,"Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Gooseneck Short Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Short Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 53"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-322-06,simple,0,,
59241,"Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK Straight Gooseneck Standard","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Standard Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-321-66,simple,0,,
59247,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE Straight Gooseneck Standard","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Standard Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-321-55,simple,0,,
59253,"Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN Straight Gooseneck Standard","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Straight Gooseneck Standard Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-321-06,simple,0,,
59259,"Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK for Pickup Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Pickup Camper Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-317-66,simple,0,,
59265,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Pickup Straight Arms","<h2 class=""subtitle"">Right - Front  #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Pickup Camper Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-317-55,simple,0,,
59271,"Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Pickup Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Pickup Camper Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 55"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-317-06,simple,0,,
59277,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Long Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Long Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 72"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-316-55,simple,0,,
59283,"Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Long Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Long Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 72"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-316-06,simple,0,,
59289,"Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK for Short Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 60"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-315-66,simple,0,,
59295,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Short Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 60"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-315-55,simple,0,,
59301,"Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Short Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Short Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 60"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-315-06,simple,0,,
59307,"SPIRIT FIESTA,#1 ARM,FR,CURV,WHT",,R00410-313-55,simple,0,,
59313,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE Curved Arms for Argosy","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Curved Arms for Argosy 1986 and Newer.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 66"" bent in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-312-55,simple,0,,
59319,"Spirit FX & Fiesta - Right Upper Main Arm - WHITE Curved Arms Winnebago, LeSharo, and Phasar","<h2 class=""subtitle"">Right Hand #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning. Curved Arms for LeSharo, Winnebago, Itasca and Phasar.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 60"" bent in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-311-55,simple,0,,
59325,"Spirit FX & Fiesta - Right - Front Upper Main Arm - BLACK for Universal Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = BLACK. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-301-66,simple,0,,
59331,"Spirit FX & Fiesta - Right - Front Upper Main Arm - WHITE for Universal Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Long Straight Arms.</h2>
<p>Color = WHITE. Quantity - 1. Includes WHITE Travel Lock and WHITE Handle. Measures 72"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-301-55,simple,0,,
59337,"Spirit FX & Fiesta - Right - Front Upper Main Arm - SATIN for Universal Straight Arms","<h2 class=""subtitle"">Right - Front #1 Upper Main Arm replacement for Carefree Spirit FX / Fiesta Manual Awning Universal Straight Arms.</h2>
<p>Color = SATIN. Quantity - 1. Includes BLACK Travel Lock and BLACK Handle. Measures 66"" in length.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00410-301-06,simple,0,,
59343,"ASSY,ARM SLIDER",,R00405,simple,0,,
59345,"Replacement Swivel Carport Foot","<h2 class=""subtitle"">Replacement Carport Foot for Freedom, Sidewinder II and Campout Awnings.</h2>
<p>Includes one Carport Foot and semi-tubular rivet for installation. This Carport Foot will work on the front and/or the rear arm. Available in Silver.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R00394,simple,0,,
59348,"ARM ASSY,STRAIGHT,1/2SET,WHT",,R00358WHT,simple,0,,
59350,"BRACE HOOK W/SCREWS-OTDA",,R00222,simple,0,,
59352,"LONGITUDE,1/2 BACK,ADJ,WHT",,R001839WHT,simple,0,,
59354,"Longitude Motor Single Arm Adjustable White",,R001838WHT,simple,0,,
59356,"Longitude Retaining Clip","<p>A retaining clip for the <a href=""http://www.carefreeofcolorado.com/products/longitude.html"" target=""_blank"" rel=""noopener"">Longitude</a> awning arm set.</p>
<br/>",R001836,simple,0,,
59364,"Longitude Replacement Motor","<p>A replacement motor for the <a href=""http://www.carefreeofcolorado.com/products/longitude.html"" target=""_blank"" rel=""noopener"">Longitude</a> awning arm set</p>
<br/>",R001832,simple,0,,
59366,"Longitude Valco Button","<p>A replacement Valco Button for the <a href=""http://www.carefreeofcolorado.com/products/longitude.html"" target=""_blank"" rel=""noopener"">Longitude</a> awning arm set</p>
<br/>",R001828,simple,0,,
59368,"Travel'r Roller Kit","<div style=""margin:10px 0px;""><p>Download the roller <a href=""http://www.carefreeofcolorado.com/documents/052540-110r1+Travel+r+Roller+Kit.pdf"" style=""text-decoration:underline;"" target=""_blank"" rel=""noopener"">replacement kit manual here</a></p></div>",R001697,simple,0,,
59370,"KIT,LEG SUPPORT,FRDM RM,4.5-5M",,R001690,simple,0,,
59372,"KIT-REPLACEMENT FLIPPER LATCH,ORANGE","<h2 class=""subtitle"">Carefree Awning Replacement Flipper Latch Kit</h2>
<p>Fits Carefree Freedom, Campout and Buena Vista Rooms </p>
<p>Colors: Black or White</p>",R001657,simple,0,,
59398,"Travel'r Adjustable Pitch Idler Single Arm White",,R001643WHT-BAK,simple,0,,
59400,"Travel'r Adjustable Pitch Idler Single Arm Black",,R001643BLK-BAK,simple,0,,
59402,"Travel'r Adjustable Pitch Motor Single Arm White",,R001642WHT-BAK,simple,0,,
59405,"Travel'r Adjustable Pitch Single Arm Black",,R001642BLK-BAK,simple,0,,
59407,"RAFTER,CENTER,3.5-4M CAMPOUT",,R001640,simple,0,,
59410,"EXT,CORD RETAINER,1.34'",,R001588,simple,0,,
59412,"TELESCOPING HAND CRANK",,R001546-RP,simple,0,,
59414,"Travel'r White Facia Kit",,R001532WHT,simple,0,,
59417,"OWNERS KIT,ECLIPSE",,R001509,simple,0,,
59419,"Travel'r Steep Pitch Single Arm Idler White",,R001508WHT,simple,0,,
59421,"Travel'r Steep Pitch Single Arm Idler Black",,R001508BLK,simple,0,,
59423,"Travel'r single arm white steep pitch",,R001507WHT,simple,0,,
59425,"Travel'r single arm black steep pitch",,R001507BLK,simple,0,,
59429,"Travel'r Idler Assembly Kit White",,R001327WHT,simple,0,,
59431,"Travel'r Idler Assembly Kit Black",,R001327BLK,simple,0,,
59433,"Head Attach - Eclipse Arms Series 1","<h2 class=""subtitle"">Head Attach Kit replacement for Carefree Eclipse Arms Series 1 motor.</h2>
<p>Color = SATIN . Use this Kit to install Series 1 Motor to Eclipse Right Arm. Kit consists of Bolt ( 3/8"" - 16"" x 6"" ),  8 Spacers and Nut.</p>
<br/>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R001323,simple,0,,
59435,"Gas Spring, Attach Kit, Eclipse",,R001253,simple,0,,
59445,"Eclipse Fascia Bottom End Cap-White","<h2 class=""subtitle"">Replacement Arm Fascia ABS Plastic Cap fits Carefree Eclipse Awning.</h2>
<p>Also available in Black. Includes 1-Replacement Cap. Note:Cap does not have a switch in the cap, the cap with the switch is no longer offered. </p>",R001103WHT,simple,0,,
59447,"Eclipse Fascia Bottom End Cap-Black","<h2 class=""subtitle"">Replacement Arm Fascia ABS Plastic Cap fits Carefree Eclipse Awning.</h2>
<p>Also available in White. Includes 1-Replacement Cap. Note:Cap does not have a switch in the cap, the cap with the switch is no longer offered. </p>",R001103BLK,simple,0,,
59449,"Eclipse Arm Fascia Cap-Black","<h2 class=""subtitle"">Replacement Arm Fascia Cap fits Carefree Eclipse Awning.</h2>
<p>Also available in White. Includes 1-Replacement Cap. Dimensions 12 1/4"" Tall x 4 1/4"" Wide. </p>",R001102BLK,simple,0,,
59451,"Eclipse Hinge Bracket Kit","<h2 class=""subtitle"">Replacement Arm Fascia Hinge Kit fits Carefree Eclipse Awning.</h2>
<p>Includes 1-Replacement Hinge Kit. Replacement Fascia Cap not included.</p>",R001101,simple,0,,
59453,"Eclipse Top Rail End Cap-Black","<h2 class=""subtitle"">Replacement Arm Rail Top Cap fits Carefree Eclipse Awning.</h2>
<p>Also available in White. Includes 1-Replacement Cap</p>",R001100BLK,simple,0,,
59455,"Gas Shock/Strut Eclipse","<h2 class=""subtitle"">Replacement Gas Shock/Strut for Carefree Eclipse Awnings.</h2>
<p>42.5"" extended length (clevis to clevis), 85 lb. Includes 1-strut.</p>
<p>See <a href=""#consider"">Important Considerations</a> below.</p>",R001099,simple,0,,
59458,"BRACKET,TOP,EC/TRAVL'R,AFT,WHT",,R001094WHT,simple,0,,
59461,"BRACKET,TOP,EC/TRAVL'R,AFT,BLK",,R001094BLK,simple,0,,
59464,"ARM,1/2 ECLIPSE,FR,AFT,WHT",,R001091-103-55,simple,0,,
59466,"ARM,1/2 ECLIPSE,FR,OEM,WHT/WHT",,R001091-101-55,simple,0,,
59468,"Tractioner O-Ring Replacement","<h2 class=""subtitle"">Replacement O-Ring for Carefree Tractioner Kit.</h2>
<p>Includes 2-Replacement O-rings. 1 1/4"" O.D.</p>",R001008,simple,0,,
59474,"Fiesta Arms - Universal Straight - Polar White",,961501WHT,simple,0,,
59476,"Fiesta Arms - Universal Straight - Satin",,961001,simple,0,,
